43.125951666666666,-77.62944666666667
43.12594,-77.62945
43.12596166666667,-77.62946333333333
43.12601333333333,-77.62945833333333
43.125971666666665,-77.629445
43.12600666666667,-77.629425
43.125991666666664,-77.629445
43.12598666666667,-77.629445
43.12598,-77.629445
43.125993333333334,-77.62944333333333
43.125998333333335,-77.629445
43.12601,-77.62944666666667
43.12602166666667,-77.62944833333333
43.12602833333333,-77.62945
43.12603,-77.62945
43.12602666666667,-77.62945333333333
43.126016666666665,-77.629455
43.12601,-77.62946
43.125996666666666,-77.62946333333333
43.12598833333333,-77.629465
43.12598333333333,-77.62946833333334
43.125971666666665,-77.62947
43.12597,-77.62946666666667
43.12595666666667,-77.629465
43.125945,-77.62946166666667
43.12593,-77.62945666666667
43.12591,-77.62945333333333
43.125888333333336,-77.62945
43.12585333333333,-77.629445
43.12582,-77.62944166666666
43.125795,-77.62943833333334
43.125771666666665,-77.62943666666666
43.12575,-77.629435
43.12573166666667,-77.629435
43.12571166666667,-77.62944
43.12569,-77.62944333333333
43.125683333333335,-77.629445
43.125675,-77.62945
43.12566666666667,-77.62945333333333
43.125658333333334,-77.629455
43.125656666666664,-77.629455
43.125655,-77.62945666666667
43.125656666666664,-77.62945833333333
43.125658333333334,-77.62945666666667
43.12565166666667,-77.62945666666667
43.12564666666667,-77.62945833333333
43.125643333333336,-77.62946
43.12564166666667,-77.62946
43.125638333333335,-77.62946166666667
43.125636666666665,-77.629465
